Origem,Destino,Mes,passageiros,cod_origem,cod_destino,Ano
RIO LARGO/AL,CONFINS/MG,8,2213.0,2707701.0,3117876.0,2019
RIO LARGO/AL,CONFINS/MG,9,2337.0,2707701.0,3117876.0,2019
RIO LARGO/AL,CONFINS/MG,10,2241.0,2707701.0,3117876.0,2019
RIO LARGO/AL,CONFINS/MG,11,1912.0,2707701.0,3117876.0,2019
RIO LARGO/AL,CONFINS/MG,12,3848.0,2707701.0,3117876.0,2019
RIO LARGO/AL,FORTALEZA/CE,6,0.0,2707701.0,2304400.0,2019
RIO LARGO/AL,GOIANIA/GO,1,442.0,2707701.0,5208707.0,2019
RIO LARGO/AL,GOIANIA/GO,2,78.0,2707701.0,5208707.0,2019
RIO LARGO/AL,GOIANIA/GO,6,0.0,2707701.0,5208707.0,2019
RIO LARGO/AL,GOIANIA/GO,7,411.0,2707701.0,5208707.0,2019
RIO LARGO/AL,GOIANIA/GO,8,118.0,2707701.0,5208707.0,2019
RIO LARGO/AL,GOIANIA/GO,12,321.0,2707701.0,5208707.0,2019
RIO LARGO/AL,GUARULHOS/SP,1,46736.0,2707701.0,3518800.0,2019
RIO LARGO/AL,GUARULHOS/SP,2,35967.0,2707701.0,3518800.0,2019
RIO LARGO/AL,GUARULHOS/SP,3,38092.0,2707701.0,3518800.0,2019
RIO LARGO/AL,GUARULHOS/SP,4,35084.0,2707701.0,3518800.0,2019
RIO LARGO/AL,GUARULHOS/SP,5,27365.0,2707701.0,3518800.0,2019
RIO LARGO/AL,GUARULHOS/SP,6,23950.0,2707701.0,3518800.0,2019
RIO LARGO/AL,GUARULHOS/SP,7,39455.0,2707701.0,3518800.0,2019
RIO LARGO/AL,GUARULHOS/SP,8,35071.0,2707701.0,3518800.0,2019
RIO LARGO/AL,GUARULHOS/SP,9,33993.0,2707701.0,3518800.0,2019
RIO LARGO/AL,GUARULHOS/SP,10,36586.0,2707701.0,3518800.0,2019
RIO LARGO/AL,GUARULHOS/SP,11,34398.0,2707701.0,3518800.0,2019
RIO LARGO/AL,GUARULHOS/SP,12,40344.0,2707701.0,3518800.0,2019
RIO LARGO/AL,LONDRINA/PR,12,499.0,2707701.0,4113700.0,2019
RIO LARGO/AL,PORTO ALEGRE/RS,1,1060.0,2707701.0,4314902.0,2019
RIO LARGO/AL,PORTO ALEGRE/RS,2,1052.0,2707701.0,4314902.0,2019
RIO LARGO/AL,PORTO ALEGRE/RS,3,1119.0,2707701.0,4314902.0,2019
RIO LARGO/AL,PORTO ALEGRE/RS,4,445.0,2707701.0,4314902.0,2019
RIO LARGO/AL,PORTO ALEGRE/RS,5,370.0,2707701.0,4314902.0,2019
RIO LARGO/AL,PORTO ALEGRE/RS,6,978.0,2707701.0,4314902.0,2019
RIO LARGO/AL,PORTO ALEGRE/RS,7,1380.0,2707701.0,4314902.0,2019
RIO LARGO/AL,PORTO ALEGRE/RS,8,1882.0,2707701.0,4314902.0,2019
RIO LARGO/AL,PORTO ALEGRE/RS,9,1251.0,2707701.0,4314902.0,2019
RIO LARGO/AL,PORTO ALEGRE/RS,10,1260.0,2707701.0,4314902.0,2019
RIO LARGO/AL,PORTO ALEGRE/RS,11,743.0,2707701.0,4314902.0,2019
RIO LARGO/AL,PORTO ALEGRE/RS,12,590.0,2707701.0,4314902.0,2019
RIO LARGO/AL,PORTO SEGURO/BA,6,292.0,2707701.0,2925303.0,2019
RIO LARGO/AL,PORTO SEGURO/BA,7,0.0,2707701.0,2925303.0,2019
RIO LARGO/AL,RECIFE/PE,1,5490.0,2707701.0,2611606.0,2019
RIO LARGO/AL,RECIFE/PE,2,6216.0,2707701.0,2611606.0,2019
RIO LARGO/AL,RECIFE/PE,3,5798.0,2707701.0,2611606.0,2019
RIO LARGO/AL,RECIFE/PE,4,6536.0,2707701.0,2611606.0,2019
RIO LARGO/AL,RECIFE/PE,5,6822.0,2707701.0,2611606.0,2019
RIO LARGO/AL,RECIFE/PE,6,6095.0,2707701.0,2611606.0,2019
RIO LARGO/AL,RECIFE/PE,7,6548.0,2707701.0,2611606.0,2019
RIO LARGO/AL,RECIFE/PE,8,7465.0,2707701.0,2611606.0,2019
RIO LARGO/AL,RECIFE/PE,9,7007.0,2707701.0,2611606.0,2019
RIO LARGO/AL,RECIFE/PE,10,7709.0,2707701.0,2611606.0,2019
RIO LARGO/AL,RECIFE/PE,11,6649.0,2707701.0,2611606.0,2019
RIO LARGO/AL,RECIFE/PE,12,5923.0,2707701.0,2611606.0,2019
RIO LARGO/AL,RIBEIRAO PRETO/SP,1,1001.0,2707701.0,3543402.0,2019
RIO LARGO/AL,RIBEIRAO PRETO/SP,2,411.0,2707701.0,3543402.0,2019
RIO LARGO/AL,RIBEIRAO PRETO/SP,3,548.0,2707701.0,3543402.0,2019
RIO LARGO/AL,RIBEIRAO PRETO/SP,4,395.0,2707701.0,3543402.0,2019
RIO LARGO/AL,RIBEIRAO PRETO/SP,5,221.0,2707701.0,3543402.0,2019
RIO LARGO/AL,RIBEIRAO PRETO/SP,6,389.0,2707701.0,3543402.0,2019
RIO LARGO/AL,RIBEIRAO PRETO/SP,7,842.0,2707701.0,3543402.0,2019
RIO LARGO/AL,RIBEIRAO PRETO/SP,8,510.0,2707701.0,3543402.0,2019
RIO LARGO/AL,RIBEIRAO PRETO/SP,9,517.0,2707701.0,3543402.0,2019
RIO LARGO/AL,RIBEIRAO PRETO/SP,10,429.0,2707701.0,3543402.0,2019
RIO LARGO/AL,RIBEIRAO PRETO/SP,11,352.0,2707701.0,3543402.0,2019
RIO LARGO/AL,RIBEIRAO PRETO/SP,12,773.0,2707701.0,3543402.0,2019
RIO LARGO/AL,RIO DE JANEIRO/RJ,1,9376.0,2707701.0,3304557.0,2019
RIO LARGO/AL,RIO DE JANEIRO/RJ,2,6714.0,2707701.0,3304557.0,2019
RIO LARGO/AL,RIO DE JANEIRO/RJ,3,7132.0,2707701.0,3304557.0,2019
RIO LARGO/AL,RIO DE JANEIRO/RJ,4,5595.0,2707701.0,3304557.0,2019
RIO LARGO/AL,RIO DE JANEIRO/RJ,5,6101.0,2707701.0,3304557.0,2019
RIO LARGO/AL,RIO DE JANEIRO/RJ,6,5177.0,2707701.0,3304557.0,2019
RIO LARGO/AL,RIO DE JANEIRO/RJ,7,8727.0,2707701.0,3304557.0,2019
RIO LARGO/AL,RIO DE JANEIRO/RJ,8,6650.0,2707701.0,3304557.0,2019
RIO LARGO/AL,RIO DE JANEIRO/RJ,9,6544.0,2707701.0,3304557.0,2019
RIO LARGO/AL,RIO DE JANEIRO/RJ,10,7679.0,2707701.0,3304557.0,2019
RIO LARGO/AL,RIO DE JANEIRO/RJ,11,5863.0,2707701.0,3304557.0,2019
RIO LARGO/AL,RIO DE JANEIRO/RJ,12,6164.0,2707701.0,3304557.0,2019
RIO LARGO/AL,RIO LARGO/AL,2,0.0,2707701.0,2707701.0,2019
RIO LARGO/AL,RIO LARGO/AL,3,0.0,2707701.0,2707701.0,2019
RIO LARGO/AL,RIO LARGO/AL,4,0.0,2707701.0,2707701.0,2019
RIO LARGO/AL,SALVADOR/BA,1,4543.0,2707701.0,2927408.0,2019
RIO LARGO/AL,SALVADOR/BA,2,4179.0,2707701.0,2927408.0,2019
RIO LARGO/AL,SALVADOR/BA,3,4268.0,2707701.0,2927408.0,2019
RIO LARGO/AL,SALVADOR/BA,4,2670.0,2707701.0,2927408.0,2019
RIO LARGO/AL,SALVADOR/BA,6,72.0,2707701.0,2927408.0,2019
RIO LARGO/AL,SALVADOR/BA,7,216.0,2707701.0,2927408.0,2019
RIO LARGO/AL,SALVADOR/BA,9,1630.0,2707701.0,2927408.0,2019
RIO LARGO/AL,SALVADOR/BA,10,2322.0,2707701.0,2927408.0,2019
RIO LARGO/AL,SALVADOR/BA,11,1757.0,2707701.0,2927408.0,2019
RIO LARGO/AL,SALVADOR/BA,12,1874.0,2707701.0,2927408.0,2019
RIO LARGO/AL,SANTA RITA/PB,6,41.0,2707701.0,2513703.0,2019
RIO LARGO/AL,SAO GONCALO DO AMARANTE/RN,3,5.0,2707701.0,2412005.0,2019
RIO LARGO/AL,SAO JOSE DOS PINHAIS/PR,1,17.0,2707701.0,4125506.0,2019
RIO LARGO/AL,SAO JOSE DOS PINHAIS/PR,2,8.0,2707701.0,4125506.0,2019
RIO LARGO/AL,SAO JOSE DOS PINHAIS/PR,3,12.0,2707701.0,4125506.0,2019
RIO LARGO/AL,SAO JOSE DOS PINHAIS/PR,4,28.0,2707701.0,4125506.0,2019
RIO LARGO/AL,SAO JOSE DOS PINHAIS/PR,5,26.0,2707701.0,4125506.0,2019
RIO LARGO/AL,SAO JOSE DOS PINHAIS/PR,6,33.0,2707701.0,4125506.0,2019
RIO LARGO/AL,SAO JOSE DOS PINHAIS/PR,7,132.0,2707701.0,4125506.0,2019
RIO LARGO/AL,SAO JOSE DOS PINHAIS/PR,8,26.0,2707701.0,4125506.0,2019
RIO LARGO/AL,SAO JOSE DOS PINHAIS/PR,9,16.0,2707701.0,4125506.0,2019
RIO LARGO/AL,SAO JOSE DOS PINHAIS/PR,10,25.0,2707701.0,4125506.0,2019
RIO LARGO/AL,SAO PAULO/SP,1,12297.0,2707701.0,3550308.0,2019
RIO LARGO/AL,SAO PAULO/SP,2,7448.0,2707701.0,3550308.0,2019
RIO LARGO/AL,SAO PAULO/SP,3,7396.0,2707701.0,3550308.0,2019
RIO LARGO/AL,SAO PAULO/SP,4,6048.0,2707701.0,3550308.0,2019
RIO LARGO/AL,SAO PAULO/SP,5,6267.0,2707701.0,3550308.0,2019
RIO LARGO/AL,SAO PAULO/SP,6,7012.0,2707701.0,3550308.0,2019
RIO LARGO/AL,SAO PAULO/SP,7,10524.0,2707701.0,3550308.0,2019
RIO LARGO/AL,SAO PAULO/SP,8,7312.0,2707701.0,3550308.0,2019
RIO LARGO/AL,SAO PAULO/SP,9,6535.0,2707701.0,3550308.0,2019
RIO LARGO/AL,SAO PAULO/SP,10,5918.0,2707701.0,3550308.0,2019
RIO LARGO/AL,SAO PAULO/SP,11,6028.0,2707701.0,3550308.0,2019
RIO LARGO/AL,SAO PAULO/SP,12,6353.0,2707701.0,3550308.0,2019
RIO LARGO/AL,UBERLANDIA/MG,1,331.0,2707701.0,3170206.0,2019
RIO LARGO/AL,UBERLANDIA/MG,2,167.0,2707701.0,3170206.0,2019
RIO LARGO/AL,UBERLANDIA/MG,3,261.0,2707701.0,3170206.0,2019
RIO LARGO/AL,UBERLANDIA/MG,4,151.0,2707701.0,3170206.0,2019
RIO LARGO/AL,UBERLANDIA/MG,5,133.0,2707701.0,3170206.0,2019
RIO LARGO/AL,UBERLANDIA/MG,6,117.0,2707701.0,3170206.0,2019
RIO LARGO/AL,UBERLANDIA/MG,7,480.0,2707701.0,3170206.0,2019
RIO LARGO/AL,UBERLANDIA/MG,8,145.0,2707701.0,3170206.0,2019
RIO LARGO/AL,UBERLANDIA/MG,12,282.0,2707701.0,3170206.0,2019
RIO LARGO/AL,VARZEA GRANDE/MT,1,2298.0,2707701.0,5108402.0,2019
RIO LARGO/AL,VITORIA/ES,4,0.0,2707701.0,3205309.0,2019
RIO LARGO/AL,VITORIA/ES,7,0.0,2707701.0,3205309.0,2019
RIO VERDE/GO,CAMPINAS/SP,1,1223.0,5218805.0,3509502.0,2019
RIO VERDE/GO,CAMPINAS/SP,2,1337.0,5218805.0,3509502.0,2019
RIO VERDE/GO,CAMPINAS/SP,3,1306.0,5218805.0,3509502.0,2019
RIO VERDE/GO,CAMPINAS/SP,4,1454.0,5218805.0,3509502.0,2019
RIO VERDE/GO,CAMPINAS/SP,5,1115.0,5218805.0,3509502.0,2019
RIO VERDE/GO,CAMPINAS/SP,6,1254.0,5218805.0,3509502.0,2019
RIO VERDE/GO,CAMPINAS/SP,7,1690.0,5218805.0,3509502.0,2019
RIO VERDE/GO,CAMPINAS/SP,8,1538.0,5218805.0,3509502.0,2019
RIO VERDE/GO,CAMPINAS/SP,9,1444.0,5218805.0,3509502.0,2019
RIO VERDE/GO,CAMPINAS/SP,10,1583.0,5218805.0,3509502.0,2019
RIO VERDE/GO,CAMPINAS/SP,11,1093.0,5218805.0,3509502.0,2019
RIO VERDE/GO,CAMPINAS/SP,12,1394.0,5218805.0,3509502.0,2019
RIO VERDE/GO,RIBEIRAO PRETO/SP,11,2.0,5218805.0,3543402.0,2019
RIO VERDE/GO,SAO JOSE DO RIO PRETO/SP,11,7.0,5218805.0,3549805.0,2019
RONDONOPOLIS/MT,CAMPINAS/SP,2,1928.0,5107602.0,3509502.0,2019
RONDONOPOLIS/MT,CAMPINAS/SP,3,1964.0,5107602.0,3509502.0,2019
RONDONOPOLIS/MT,CAMPINAS/SP,4,1970.0,5107602.0,3509502.0,2019
RONDONOPOLIS/MT,CAMPINAS/SP,5,2192.0,5107602.0,3509502.0,2019
RONDONOPOLIS/MT,CAMPINAS/SP,6,1990.0,5107602.0,3509502.0,2019
RONDONOPOLIS/MT,CAMPINAS/SP,7,2572.0,5107602.0,3509502.0,2019
RONDONOPOLIS/MT,CAMPINAS/SP,8,2588.0,5107602.0,3509502.0,2019
RONDONOPOLIS/MT,CAMPINAS/SP,9,2262.0,5107602.0,3509502.0,2019
RONDONOPOLIS/MT,CAMPINAS/SP,10,2238.0,5107602.0,3509502.0,2019
RONDONOPOLIS/MT,CAMPINAS/SP,11,2264.0,5107602.0,3509502.0,2019
RONDONOPOLIS/MT,CAMPINAS/SP,12,2145.0,5107602.0,3509502.0,2019
RONDONOPOLIS/MT,SAO JOSE DOS PINHAIS/PR,12,0.0,5107602.0,4125506.0,2019
RONDONOPOLIS/MT,VARZEA GRANDE/MT,1,1537.0,5107602.0,5108402.0,2019
RONDONOPOLIS/MT,VARZEA GRANDE/MT,2,136.0,5107602.0,5108402.0,2019
RONDONOPOLIS/MT,VARZEA GRANDE/MT,3,94.0,5107602.0,5108402.0,2019
SALVADOR/BA,ARACAJU/SE,1,2820.0,2927408.0,2800308.0,2019
SALVADOR/BA,ARACAJU/SE,2,2310.0,2927408.0,2800308.0,2019
SALVADOR/BA,ARACAJU/SE,3,2400.0,2927408.0,2800308.0,2019
SALVADOR/BA,ARACAJU/SE,6,215.0,2927408.0,2800308.0,2019
SALVADOR/BA,ARACAJU/SE,7,2521.0,2927408.0,2800308.0,2019
SALVADOR/BA,ARACAJU/SE,8,169.0,2927408.0,2800308.0,2019
SALVADOR/BA,ARACAJU/SE,11,2013.0,2927408.0,2800308.0,2019
SALVADOR/BA,ARACAJU/SE,12,2370.0,2927408.0,2800308.0,2019
SALVADOR/BA,BARREIRAS/BA,1,619.0,2927408.0,2903201.0,2019
SALVADOR/BA,BARREIRAS/BA,2,734.0,2927408.0,2903201.0,2019
SALVADOR/BA,BARREIRAS/BA,3,852.0,2927408.0,2903201.0,2019
SALVADOR/BA,BARREIRAS/BA,4,1081.0,2927408.0,2903201.0,2019
SALVADOR/BA,BARREIRAS/BA,5,1243.0,2927408.0,2903201.0,2019
SALVADOR/BA,BARREIRAS/BA,6,1075.0,2927408.0,2903201.0,2019
SALVADOR/BA,BARREIRAS/BA,7,1319.0,2927408.0,2903201.0,2019
SALVADOR/BA,BARREIRAS/BA,8,1195.0,2927408.0,2903201.0,2019
SALVADOR/BA,BARREIRAS/BA,9,1195.0,2927408.0,2903201.0,2019
SALVADOR/BA,BARREIRAS/BA,10,1391.0,2927408.0,2903201.0,2019
SALVADOR/BA,BARREIRAS/BA,11,1194.0,2927408.0,2903201.0,2019
SALVADOR/BA,BARREIRAS/BA,12,1085.0,2927408.0,2903201.0,2019
SALVADOR/BA,BELO HORIZONTE/MG,3,0.0,2927408.0,3106200.0,2019
SALVADOR/BA,BELO HORIZONTE/MG,7,0.0,2927408.0,3106200.0,2019
SALVADOR/BA,BELO HORIZONTE/MG,12,68.0,2927408.0,3106200.0,2019
SALVADOR/BA,BRASILIA/DF,1,37218.0,2927408.0,5300108.0,2019
SALVADOR/BA,BRASILIA/DF,2,28697.0,2927408.0,5300108.0,2019
SALVADOR/BA,BRASILIA/DF,3,33024.0,2927408.0,5300108.0,2019
SALVADOR/BA,BRASILIA/DF,4,21083.0,2927408.0,5300108.0,2019
SALVADOR/BA,BRASILIA/DF,5,20225.0,2927408.0,5300108.0,2019
SALVADOR/BA,BRASILIA/DF,6,20857.0,2927408.0,5300108.0,2019
SALVADOR/BA,BRASILIA/DF,7,32443.0,2927408.0,5300108.0,2019
SALVADOR/BA,BRASILIA/DF,8,23852.0,2927408.0,5300108.0,2019
SALVADOR/BA,BRASILIA/DF,9,23432.0,2927408.0,5300108.0,2019
SALVADOR/BA,BRASILIA/DF,10,25587.0,2927408.0,5300108.0,2019
SALVADOR/BA,BRASILIA/DF,11,21655.0,2927408.0,5300108.0,2019
SALVADOR/BA,BRASILIA/DF,12,23460.0,2927408.0,5300108.0,2019
SALVADOR/BA,CABO FRIO/RJ,2,0.0,2927408.0,3300704.0,2019
SALVADOR/BA,CABO FRIO/RJ,7,0.0,2927408.0,3300704.0,2019
SALVADOR/BA,CAMPINAS/SP,1,19032.0,2927408.0,3509502.0,2019
SALVADOR/BA,CAMPINAS/SP,2,15412.0,2927408.0,3509502.0,2019
SALVADOR/BA,CAMPINAS/SP,3,17598.0,2927408.0,3509502.0,2019
SALVADOR/BA,CAMPINAS/SP,4,14996.0,2927408.0,3509502.0,2019
SALVADOR/BA,CAMPINAS/SP,5,17042.0,2927408.0,3509502.0,2019
SALVADOR/BA,CAMPINAS/SP,6,19727.0,2927408.0,3509502.0,2019
SALVADOR/BA,CAMPINAS/SP,7,18288.0,2927408.0,3509502.0,2019
SALVADOR/BA,CAMPINAS/SP,8,16205.0,2927408.0,3509502.0,2019
SALVADOR/BA,CAMPINAS/SP,9,15703.0,2927408.0,3509502.0,2019
SALVADOR/BA,CAMPINAS/SP,10,13994.0,2927408.0,3509502.0,2019
SALVADOR/BA,CAMPINAS/SP,11,16473.0,2927408.0,3509502.0,2019
SALVADOR/BA,CAMPINAS/SP,12,13380.0,2927408.0,3509502.0,2019
SALVADOR/BA,CAMPO GRANDE/MS,8,0.0,2927408.0,5002704.0,2019
SALVADOR/BA,CONFINS/MG,1,22587.0,2927408.0,3117876.0,2019
SALVADOR/BA,CONFINS/MG,2,17704.0,2927408.0,3117876.0,2019
SALVADOR/BA,CONFINS/MG,3,20219.0,2927408.0,3117876.0,2019
SALVADOR/BA,CONFINS/MG,4,17201.0,2927408.0,3117876.0,2019
SALVADOR/BA,CONFINS/MG,5,17510.0,2927408.0,3117876.0,2019
SALVADOR/BA,CONFINS/MG,6,19518.0,2927408.0,3117876.0,2019
SALVADOR/BA,CONFINS/MG,7,19212.0,2927408.0,3117876.0,2019
SALVADOR/BA,CONFINS/MG,8,19737.0,2927408.0,3117876.0,2019
SALVADOR/BA,CONFINS/MG,9,16857.0,2927408.0,3117876.0,2019
SALVADOR/BA,CONFINS/MG,10,18093.0,2927408.0,3117876.0,2019
SALVADOR/BA,CONFINS/MG,11,17753.0,2927408.0,3117876.0,2019
SALVADOR/BA,CONFINS/MG,12,16987.0,2927408.0,3117876.0,2019
SALVADOR/BA,CRUZ/CE,1,0.0,2927408.0,2304251.0,2019
SALVADOR/BA,FLORIANOPOLIS/SC,1,89.0,2927408.0,4205407.0,2019
SALVADOR/BA,FORTALEZA/CE,1,17912.0,2927408.0,2304400.0,2019
SALVADOR/BA,FORTALEZA/CE,2,12850.0,2927408.0,2304400.0,2019
SALVADOR/BA,FORTALEZA/CE,3,15375.0,2927408.0,2304400.0,2019
SALVADOR/BA,FORTALEZA/CE,4,13739.0,2927408.0,2304400.0,2019
SALVADOR/BA,FORTALEZA/CE,5,15166.0,2927408.0,2304400.0,2019
SALVADOR/BA,FORTALEZA/CE,6,15577.0,2927408.0,2304400.0,2019
SALVADOR/BA,FORTALEZA/CE,7,17120.0,2927408.0,2304400.0,2019
SALVADOR/BA,FORTALEZA/CE,8,20517.0,2927408.0,2304400.0,2019
SALVADOR/BA,FORTALEZA/CE,9,22714.0,2927408.0,2304400.0,2019
SALVADOR/BA,FORTALEZA/CE,10,25490.0,2927408.0,2304400.0,2019
SALVADOR/BA,FORTALEZA/CE,11,24717.0,2927408.0,2304400.0,2019
SALVADOR/BA,FORTALEZA/CE,12,31308.0,2927408.0,2304400.0,2019
SALVADOR/BA,FOZ DO IGUACU/PR,1,4750.0,2927408.0,4108304.0,2019
SALVADOR/BA,FOZ DO IGUACU/PR,2,3035.0,2927408.0,4108304.0,2019
SALVADOR/BA,FOZ DO IGUACU/PR,3,335.0,2927408.0,4108304.0,2019
SALVADOR/BA,GOIANIA/GO,1,2218.0,2927408.0,5208707.0,2019
SALVADOR/BA,GOIANIA/GO,2,1582.0,2927408.0,5208707.0,2019
SALVADOR/BA,GOIANIA/GO,3,1949.0,2927408.0,5208707.0,2019
SALVADOR/BA,GOIANIA/GO,4,1659.0,2927408.0,5208707.0,2019
SALVADOR/BA,GOIANIA/GO,5,921.0,2927408.0,5208707.0,2019
SALVADOR/BA,GOIANIA/GO,6,932.0,2927408.0,5208707.0,2019
SALVADOR/BA,GOIANIA/GO,7,2371.0,2927408.0,5208707.0,2019
SALVADOR/BA,GOIANIA/GO,8,1739.0,2927408.0,5208707.0,2019
SALVADOR/BA,GOIANIA/GO,9,1570.0,2927408.0,5208707.0,2019
SALVADOR/BA,GOIANIA/GO,10,1730.0,2927408.0,5208707.0,2019
SALVADOR/BA,GOIANIA/GO,11,904.0,2927408.0,5208707.0,2019
SALVADOR/BA,GOIANIA/GO,12,1241.0,2927408.0,5208707.0,2019
SALVADOR/BA,GUARULHOS/SP,1,100642.0,2927408.0,3518800.0,2019
SALVADOR/BA,GUARULHOS/SP,2,88167.0,2927408.0,3518800.0,2019
SALVADOR/BA,GUARULHOS/SP,3,88826.0,2927408.0,3518800.0,2019
SALVADOR/BA,GUARULHOS/SP,4,69716.0,2927408.0,3518800.0,2019
SALVADOR/BA,GUARULHOS/SP,5,48698.0,2927408.0,3518800.0,2019
SALVADOR/BA,GUARULHOS/SP,6,50949.0,2927408.0,3518800.0,2019
SALVADOR/BA,GUARULHOS/SP,7,88561.0,2927408.0,3518800.0,2019
SALVADOR/BA,GUARULHOS/SP,8,89186.0,2927408.0,3518800.0,2019
SALVADOR/BA,GUARULHOS/SP,9,90540.0,2927408.0,3518800.0,2019
SALVADOR/BA,GUARULHOS/SP,10,94446.0,2927408.0,3518800.0,2019
SALVADOR/BA,GUARULHOS/SP,11,90010.0,2927408.0,3518800.0,2019
SALVADOR/BA,GUARULHOS/SP,12,102307.0,2927408.0,3518800.0,2019
SALVADOR/BA,ILHEUS/BA,1,4870.0,2927408.0,2913606.0,2019
SALVADOR/BA,ILHEUS/BA,2,4667.0,2927408.0,2913606.0,2019
SALVADOR/BA,ILHEUS/BA,3,4856.0,2927408.0,2913606.0,2019
SALVADOR/BA,ILHEUS/BA,4,3292.0,2927408.0,2913606.0,2019
SALVADOR/BA,ILHEUS/BA,5,2685.0,2927408.0,2913606.0,2019
SALVADOR/BA,ILHEUS/BA,6,2371.0,2927408.0,2913606.0,2019
SALVADOR/BA,ILHEUS/BA,7,2903.0,2927408.0,2913606.0,2019
SALVADOR/BA,ILHEUS/BA,8,2446.0,2927408.0,2913606.0,2019
SALVADOR/BA,ILHEUS/BA,9,2685.0,2927408.0,2913606.0,2019
SALVADOR/BA,ILHEUS/BA,10,2814.0,2927408.0,2913606.0,2019
SALVADOR/BA,ILHEUS/BA,11,3801.0,2927408.0,2913606.0,2019
SALVADOR/BA,ILHEUS/BA,12,5328.0,2927408.0,2913606.0,2019
SALVADOR/BA,IMPERATRIZ/MA,2,52.0,2927408.0,2105302.0,2019
SALVADOR/BA,IMPERATRIZ/MA,3,43.0,2927408.0,2105302.0,2019
SALVADOR/BA,IMPERATRIZ/MA,4,35.0,2927408.0,2105302.0,2019
SALVADOR/BA,IMPERATRIZ/MA,6,52.0,2927408.0,2105302.0,2019
SALVADOR/BA,LENCOIS/BA,1,456.0,2927408.0,2919306.0,2019
SALVADOR/BA,LENCOIS/BA,2,380.0,2927408.0,2919306.0,2019
SALVADOR/BA,LENCOIS/BA,3,380.0,2927408.0,2919306.0,2019
SALVADOR/BA,LENCOIS/BA,4,396.0,2927408.0,2919306.0,2019
SALVADOR/BA,LENCOIS/BA,5,293.0,2927408.0,2919306.0,2019
SALVADOR/BA,LENCOIS/BA,6,514.0,2927408.0,2919306.0,2019
SALVADOR/BA,LENCOIS/BA,7,335.0,2927408.0,2919306.0,2019
SALVADOR/BA,LENCOIS/BA,8,483.0,2927408.0,2919306.0,2019
SALVADOR/BA,LENCOIS/BA,9,374.0,2927408.0,2919306.0,2019
SALVADOR/BA,LENCOIS/BA,10,421.0,2927408.0,2919306.0,2019
SALVADOR/BA,LENCOIS/BA,11,380.0,2927408.0,2919306.0,2019
SALVADOR/BA,LENCOIS/BA,12,461.0,2927408.0,2919306.0,2019
SALVADOR/BA,MONTES CLAROS/MG,4,39.0,2927408.0,3143302.0,2019
SALVADOR/BA,MONTES CLAROS/MG,6,0.0,2927408.0,3143302.0,2019
SALVADOR/BA,MONTES CLAROS/MG,12,44.0,2927408.0,3143302.0,2019
SALVADOR/BA,PAULO AFONSO/BA,1,514.0,2927408.0,2924009.0,2019
SALVADOR/BA,PAULO AFONSO/BA,2,397.0,2927408.0,2924009.0,2019
SALVADOR/BA,PAULO AFONSO/BA,3,368.0,2927408.0,2924009.0,2019
SALVADOR/BA,PAULO AFONSO/BA,4,528.0,2927408.0,2924009.0,2019
SALVADOR/BA,PETROLINA/PE,1,5607.0,2927408.0,2611101.0,2019
SALVADOR/BA,PETROLINA/PE,2,4517.0,2927408.0,2611101.0,2019
SALVADOR/BA,PETROLINA/PE,3,4617.0,2927408.0,2611101.0,2019
SALVADOR/BA,PETROLINA/PE,4,855.0,2927408.0,2611101.0,2019
SALVADOR/BA,PETROLINA/PE,6,796.0,2927408.0,2611101.0,2019
SALVADOR/BA,PETROLINA/PE,7,1393.0,2927408.0,2611101.0,2019
SALVADOR/BA,PETROLINA/PE,8,1350.0,2927408.0,2611101.0,2019
SALVADOR/BA,PETROLINA/PE,9,1452.0,2927408.0,2611101.0,2019
SALVADOR/BA,PETROLINA/PE,10,1713.0,2927408.0,2611101.0,2019
SALVADOR/BA,PETROLINA/PE,11,1325.0,2927408.0,2611101.0,2019
SALVADOR/BA,PETROLINA/PE,12,3559.0,2927408.0,2611101.0,2019
SALVADOR/BA,PORTO ALEGRE/RS,1,3249.0,2927408.0,4314902.0,2019
SALVADOR/BA,PORTO ALEGRE/RS,2,554.0,2927408.0,4314902.0,2019
SALVADOR/BA,PORTO ALEGRE/RS,3,463.0,2927408.0,4314902.0,2019
SALVADOR/BA,PORTO ALEGRE/RS,6,155.0,2927408.0,4314902.0,2019
SALVADOR/BA,PORTO ALEGRE/RS,7,53.0,2927408.0,4314902.0,2019
SALVADOR/BA,PORTO ALEGRE/RS,12,1412.0,2927408.0,4314902.0,2019
SALVADOR/BA,PORTO SEGURO/BA,1,1803.0,2927408.0,2925303.0,2019
SALVADOR/BA,PORTO SEGURO/BA,2,1686.0,2927408.0,2925303.0,2019
SALVADOR/BA,PORTO SEGURO/BA,3,2711.0,2927408.0,2925303.0,2019
SALVADOR/BA,PORTO SEGURO/BA,4,1870.0,2927408.0,2925303.0,2019
SALVADOR/BA,PORTO SEGURO/BA,6,2043.0,2927408.0,2925303.0,2019
SALVADOR/BA,PORTO SEGURO/BA,7,2655.0,2927408.0,2925303.0,2019
SALVADOR/BA,PORTO SEGURO/BA,8,2612.0,2927408.0,2925303.0,2019
SALVADOR/BA,PORTO SEGURO/BA,9,2608.0,2927408.0,2925303.0,2019
SALVADOR/BA,PORTO SEGURO/BA,10,2829.0,2927408.0,2925303.0,2019
